State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Gujarat,Surendranagar,"Dhragradhra APMC","Sesamum(Sesame,Gingelly,Til)",White,Local,31/12/2025,7100,7100,7100
Gujarat,Surendranagar,"Dhragradhra APMC","Cummin Seed(Jeera)","Cummin Seed(Jeera)",Local,31/12/2025,16600,19275,19000
Gujarat,Surendranagar,"Dhragradhra APMC",Ajwan,Ajwan,Local,31/12/2025,5460,5460,5460
Rajasthan,Jodhpur,"Jodhpur (F&V) APMC",Kinnow,Kinnow,Medium,31/12/2025,1000,2800,1400
Rajasthan,Jodhpur,"Jodhpur (F&V) APMC",Pineapple,"Pine Apple",Medium,31/12/2025,1000,2000,1500
Rajasthan,"Jodhpur Rural","Osiyan Mathania APMC",Groundnut,Other,Local,31/12/2025,5000,6000,5500
Rajasthan,"Jodhpur Rural","Osiyan Mathania APMC",Mustard,Other,Local,31/12/2025,6000,6100,6050
Gujarat,Banaskanth,"Vadgam APMC",Groundnut,Other,FAQ,31/12/2025,6005,7200,7200
Punjab,Mohali,"Kharar APMC","Peas Wet","Peas Wet",Local,31/12/2025,2000,2500,2200
Punjab,Mohali,"Kharar APMC",Kinnow,Kinnow,Local,31/12/2025,2500,3000,2700
Assam,Nagaon,"Dhing APMC",Ginger(Green),"Green Ginger",FAQ,31/12/2025,3000,3400,3300
Rajasthan,Ajmer,"Madanganj Kishangarh APMC","Guar Seed(Cluster Beans Seed)",Other,Local,31/12/2025,3700,4785,4260
Rajasthan,Ajmer,"Madanganj Kishangarh APMC",Jowar(Sorghum),Other,Local,31/12/2025,2190,3701,2459
Rajasthan,Alwar,"Kherli APMC",Mustard,Mustard,Non-FAQ,31/12/2025,6640,6900,6780
Assam,Kokrajhar,"Gossaigaon APMC",Brinjal,Brinjal,Local,31/12/2025,2500,3000,2700
Assam,Kokrajhar,"Gossaigaon APMC",Potato,Potato,Local,31/12/2025,1100,1300,1200
Assam,Sibsagar,"Sonari APMC",Potato,Potato,FAQ,31/12/2025,1150,1200,1175
Assam,Sibsagar,"Sonari APMC",Cauliflower,Cauliflower,FAQ,31/12/2025,3100,3300,3200
Assam,Sibsagar,"Sonari APMC","Indian Beans(Seam)","Indian Beans (Seam)",FAQ,31/12/2025,3800,4000,3900
Assam,Kamrup,"Fancy Bazaar APMC",Turmeric(raw),"Turmeric (raw)",FAQ,31/12/2025,18500,25500,20500
Assam,Kamrup,"Fancy Bazaar APMC","Wheat Atta","Wheat Atta",FAQ,31/12/2025,3600,3900,3700
Assam,Kamrup,"Fancy Bazaar APMC","Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,31/12/2025,28600,38600,34800
Assam,Kamrup,"Fancy Bazaar APMC",Lentil(Masur)(Whole),"Masur Dal",FAQ,31/12/2025,7250,8550,7550
Assam,Nagaon,"Haibargaon APMC","Green Chilli","Green Chilly",FAQ,31/12/2025,2400,2800,2600
Assam,Goalpara,"Goalpara APMC",Cucumbar(Kheera),Cucumber-Organic,FAQ,31/12/2025,2000,2200,2200
Assam,Goalpara,"Goalpara APMC",Beetroot,Organic,FAQ,31/12/2025,4000,4700,4500
Assam,Goalpara,"Goalpara APMC",Brinjal,Brinjal,FAQ,31/12/2025,1500,2700,2000
Assam,Goalpara,"Goalpara APMC","Peas cod",Pea,FAQ,31/12/2025,4000,5500,4500
Assam,Goalpara,"Goalpara APMC",Pumpkin,Pumpkin,FAQ,31/12/2025,1500,2000,1800
Assam,Goalpara,"Goalpara APMC",Raddish,Raddish,Local,31/12/2025,500,600,600
Assam,Sibsagar,"Sibsagar APMC",Potato,Potato,FAQ,31/12/2025,1090,1140,1120
Assam,Sibsagar,"Sibsagar APMC",Raddish,Raddish,FAQ,31/12/2025,600,700,650
Assam,Sibsagar,"Sibsagar APMC",Carrot,Carrot,FAQ,31/12/2025,5000,5100,5050
Assam,Nagaon,"Doomdumia APMC",Cauliflower,Cauliflower,FAQ,31/12/2025,155,180,176
Assam,Nagaon,"Doomdumia APMC",Potato,Potato,FAQ,31/12/2025,1500,2000,1700
Assam,Hojai,"Gandhimaidan APMC",Cauliflower,Cauliflower,FAQ,31/12/2025,1000,1200,1100
Assam,Hojai,"Gandhimaidan APMC","Green Chilli","Green Chilly",FAQ,31/12/2025,4500,5000,4750
Assam,Hojai,"Gandhimaidan APMC",Tomato,Tomato,FAQ,31/12/2025,2800,3000,2900
Assam,Hojai,"Gandhimaidan APMC",Lemon,Lemon,FAQ,31/12/2025,2.5,3,2.5
Assam,Hojai,"Gandhimaidan APMC",Carrot,Carrot,FAQ,31/12/2025,2200,2400,2300
Assam,Hojai,"Gandhimaidan APMC",Potato,Potato,FAQ,31/12/2025,1100,1200,1100
"Uttar Pradesh",Ayodhya,"Ayodhya APMC",Onion,Red,Medium,31/12/2025,1200,1270,1250
"Uttar Pradesh",Ayodhya,"Ayodhya APMC",Tomato,Deshi,Medium,31/12/2025,2700,2900,2770
Punjab,Sangrur,"Lehra Gaga APMC","Mousambi(Sweet Lime)",Other,"Grade A",31/12/2025,4500,4500,4500
Punjab,Sangrur,"Lehra Gaga APMC",Papaya,Other,"Grade A",31/12/2025,3000,3000,3000
Punjab,Sangrur,"Lehra Gaga APMC","Peas cod",Other,"Grade A",31/12/2025,30000,30000,30000
Punjab,Sangrur,"Lehra Gaga APMC",Raddish,Other,"Grade A",31/12/2025,1000,1000,1000
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Apple,Other,"Grade C",31/12/2025,8000,18000,11000
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Cauliflower,Other,"Grade B",31/12/2025,1000,1500,1200
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Lemon,Other,"Grade B",31/12/2025,3500,5000,4000
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Capsicum,Other,"Grade B",31/12/2025,2500,3500,3000
"Uttar Pradesh",Ghaziabad,"Noida APMC",Cucumbar(Kheera),Cucumbar,FAQ,31/12/2025,2200,2400,2300
"Uttar Pradesh",Ghaziabad,"Noida APMC","Green Chilli","Green Chilly",FAQ,31/12/2025,2900,3050,2980
Gujarat,Surat,"Surat APMC",Cabbage,Cabbage,FAQ,31/12/2025,1000,2500,1750
Gujarat,Surat,"Surat APMC",Beetroot,Other,FAQ,31/12/2025,1000,1800,1400
Gujarat,Surat,"Surat APMC","Elephant Yam(Suran)/Amorphophallus",Other,FAQ,31/12/2025,2500,3300,2900
Gujarat,Surat,"Surat APMC",Lemon,Other,FAQ,31/12/2025,800,2500,1650
Gujarat,Surat,"Surat APMC",Pumpkin,Other,FAQ,31/12/2025,1000,2800,1900
Gujarat,Surat,"Surat APMC",Tomato,Other,FAQ,31/12/2025,1000,4500,2750
Gujarat,Surat,"Surat APMC","Sponge gourd",Other,FAQ,31/12/2025,1500,4000,2750
Haryana,Fatehabad,"Fatehabad APMC",Tomato,Other,Local,31/12/2025,2500,2500,2500
"Jammu and Kashmir",Udhampur,"Udhampur APMC",Potato,Other,"Grade B",31/12/2025,850,850,850
"Jammu and Kashmir",Udhampur,"Udhampur APMC",Banana,Other,"Grade B",31/12/2025,4400,4400,4400
"Jammu and Kashmir",Udhampur,"Udhampur APMC",Papaya,Papaya,"Grade B",31/12/2025,4300,4300,4300
"Jammu and Kashmir",Udhampur,"Udhampur APMC","Bhindi(Ladies Finger)",Other,"Grade B",31/12/2025,7000,7000,7000
"Jammu and Kashmir",Udhampur,"Udhampur APMC","Indian Beans(Seam)",Other,"Grade B",31/12/2025,2300,2300,2300
Kerala,Kannur,"Payyannur APMC",Tapioca,Other,Local,31/12/2025,3900,4100,4000
Kerala,Kannur,"Payyannur APMC",Arecanut(Betelnut/Supari),Other,Local,31/12/2025,40000,42000,41000
Kerala,Palakad,"Palakkad APMC","Black Gram(Urd Beans)(Whole)","Black Gram (Whole)",FAQ,31/12/2025,9500,11000,10300
Kerala,Palakad,"Palakkad APMC",Capsicum,Capsicum,FAQ,31/12/2025,6000,7000,6600
Kerala,Palakad,"Palakkad APMC",Cauliflower,Cauliflower,FAQ,31/12/2025,4000,5000,4600
Kerala,Palakad,"Palakkad APMC",Potato,Potato,FAQ,31/12/2025,2500,3500,3100
Kerala,Palakad,"Palakkad APMC",Onion,Small,FAQ,31/12/2025,6000,7000,6600
Kerala,Palakad,"Palakkad APMC",Snakeguard,Snakeguard,FAQ,31/12/2025,3000,4000,3600
Kerala,Thirssur,"Kodungalloor APMC",Tapioca,Tapioca,"Grade A",31/12/2025,2600,2600,2600
Odisha,Kendrapara,"Kendrapara APMC",Tomato,Local,"Grade B",31/12/2025,5000,5000,5000
Odisha,Kalahandi,"Kesinga APMC",Cauliflower,Other,"Grade B",31/12/2025,4600,5000,4800
Odisha,Kalahandi,"Kesinga APMC",Tomato,Local,"Grade B",31/12/2025,4000,4400,4200
Punjab,Fazilka,"Fazilka APMC",Onion,Onion,FAQ,31/12/2025,2500,2500,2500
Punjab,Fazilka,"Fazilka APMC",Potato,Potato,FAQ,31/12/2025,1000,1000,1000
Punjab,Fazilka,"Fazilka APMC",Carrot,Carrot,FAQ,31/12/2025,1500,1500,1500
Punjab,Fazilka,"Fazilka APMC",Ginger(Green),Other,FAQ,31/12/2025,5000,5000,5000
Punjab,Fazilka,"Fazilka APMC",Cucumbar(Kheera),Cucumbar,FAQ,31/12/2025,3000,3000,3000
Odisha,Kandhamal,"Tikabali APMC",Cabbage,Cabbage,"Grade A",31/12/2025,1500,1500,1500
Odisha,Kandhamal,"Tikabali APMC","Field Pea","Field Pea","Grade A",31/12/2025,8000,8000,8000
Punjab,Kapurthala,"Sultanpur APMC",Raddish,Other,Local,31/12/2025,500,500,500
Punjab,Kapurthala,"Sultanpur APMC",Carrot,Other,Local,31/12/2025,1000,1000,1000
Punjab,Ludhiana,"Khanna APMC",Garlic,Other,"Grade Range-1",31/12/2025,2000,2000,2000
Punjab,Ludhiana,"Khanna APMC",Carrot,Carrot,"Grade A",31/12/2025,900,900,900
Punjab,Moga,"Baghapurana APMC",Carrot,Carrot,"Grade B",31/12/2025,700,1000,800
Punjab,Moga,"Baghapurana APMC",Apple,Apple,"Grade B",31/12/2025,4700,6000,5000
Punjab,Patiala,"Patiala APMC",Banana,"Banana - Ripe","Grade A",31/12/2025,1500,2500,2000
Punjab,Patiala,"Patiala APMC",Potato,Potato,"Grade A",31/12/2025,600,800,700
Punjab,Sangrur,"Dhuri APMC",Ginger(Green),Other,Medium,31/12/2025,5000,6000,5500
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Ginger(Dry),Dry,FAQ,31/12/2025,4800,5000,4900
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Beetroot,Beetroot,FAQ,31/12/2025,1500,1600,1550
Rajasthan,Jaipur,"Jaipur (F&V) APMC","Custard Apple(Sharifa)",Other,Medium,31/12/2025,3000,6500,4750
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Ridgeguard(Tori),Ridgeguard(Tori),FAQ,31/12/2025,1800,2000,1900
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Onion,Other,FAQ,31/12/2025,900,2200,1550
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Coriander(Leaves),Coriander,FAQ,31/12/2025,1000,1500,1250
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Spinach,Other,FAQ,31/12/2025,500,1000,750
"Uttar Pradesh",Ghaziabad,"Ghaziabad APMC",Carrot,Carrot,Medium,31/12/2025,1470,1570,1520
"Uttar Pradesh",Hardoi,"Hardoi APMC",Wheat,Dara,FAQ,31/12/2025,2500,2540,2530
"Uttar Pradesh",Hardoi,"Hardoi APMC",Maize,Hybrid/Local,FAQ,31/12/2025,2225,2270,2240
"Uttar Pradesh",Hardoi,"Hardoi APMC",Brinjal,Round,FAQ,31/12/2025,1650,1730,1700
"Uttar Pradesh",Etawah,"Etawah APMC","Field Pea","Field Pea",FAQ,31/12/2025,1000,1300,1200
"Uttar Pradesh",Etawah,"Etawah APMC",Capsicum,Capsicum,FAQ,31/12/2025,2150,2500,2400
"Uttar Pradesh",Etawah,"Etawah APMC",Carrot,Carrot,FAQ,31/12/2025,1000,1300,1200
"Uttar Pradesh",Etawah,"Etawah APMC",Spinach,Spinach,FAQ,31/12/2025,1100,1400,1300
"Uttar Pradesh",Jaunpur,"Jaunpur APMC","Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,31/12/2025,9900,10045,9975
"Uttar Pradesh",Jaunpur,"Jaunpur APMC","Green Gram Dal(Moong Dal)","Green Gram Dal",FAQ,31/12/2025,9765,9880,9825
"Uttar Pradesh",Jaunpur,"Jaunpur APMC",Paddy(Common),"Paddy Coarse",FAQ,31/12/2025,2355,2400,2369
"Uttar Pradesh",Lakhimpur,"Lakhimpur APMC","Mustard Oil","Mustard Oil",Local,31/12/2025,15650,15900,15800
"Uttar Pradesh",Lakhimpur,"Lakhimpur APMC",Banana,"Banana - Ripe",Medium,31/12/2025,2000,2100,2050
"Uttar Pradesh",Lucknow,"Lucknow APMC",Brinjal,Round/Long,FAQ,31/12/2025,1550,1650,1600
"Uttar Pradesh",Lucknow,"Lucknow APMC",Spinach,Spinach,FAQ,31/12/2025,1030,1130,1080
"Uttar Pradesh",Lucknow,"Lucknow APMC",Carrot,Carrot,FAQ,31/12/2025,1350,1450,1400
"Uttar Pradesh",Lucknow,"Lucknow APMC",Raddish,Raddish,FAQ,31/12/2025,800,900,850
"Uttar Pradesh",Mainpuri,"Mainpuri APMC","Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,31/12/2025,2650,2785,2775
"Uttar Pradesh",Mainpuri,"Mainpuri APMC",Potato,Potato,FAQ,31/12/2025,600,800,710
"Uttar Pradesh",Mainpuri,"Mainpuri APMC",Wheat,Dara,FAQ,31/12/2025,2530,2550,2541
"Uttar Pradesh",Shahjahanpur,"Shahjahanpur APMC",Wheat,Dara,FAQ,31/12/2025,2460,2560,2530
"Uttar Pradesh",Shahjahanpur,"Shahjahanpur APMC",Potato,Desi,Local,31/12/2025,760,840,800
"West Bengal",Birbhum,"Bolpur APMC",Tomato,Hybrid,FAQ,31/12/2025,5400,5600,5500
"West Bengal",Birbhum,"Bolpur APMC",Rice,Common,FAQ,31/12/2025,3450,3500,3500
"West Bengal",Medinipur(E),"Tamluk (Medinipur E) APMC",Rice,Common,FAQ,31/12/2025,3500,3700,3600
"West Bengal",Medinipur(E),"Tamluk (Medinipur E) APMC","Betal Leaves",Local,FAQ,31/12/2025,4300,12400,8200
"West Bengal",Medinipur(E),"Tamluk (Medinipur E) APMC",Onion,Onion,FAQ,31/12/2025,2000,2400,2200
"West Bengal",Medinipur(E),"Tamluk (Medinipur E) APMC","Sweet Pumpkin","Sweet Pumpkin",FAQ,31/12/2025,1800,2200,2000
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC",Tomato,Other,Medium,31/12/2025,2000,4000,3000
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC",Ginger(Green),Other,Medium,31/12/2025,4000,6000,5000
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC",Pomegranate,Other,Medium,31/12/2025,6000,8000,7000
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC",Papaya,Other,Medium,31/12/2025,4000,6000,5000
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC",Apple,Other,Medium,31/12/2025,4000,6000,5000
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC",Banana,Other,Medium,31/12/2025,2000,3000,2500
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC",Chikoos(Sapota),Other,Medium,31/12/2025,1500,2000,1800
"West Bengal","Uttar Dinajpur","Islampur APMC",Potato,Other,FAQ,31/12/2025,700,750,725
"Andhra Pradesh",Chittor,"Palamaner APMC","Cluster beans","Cluster Beans",FAQ,31/12/2025,2000,3500,3000
"Andhra Pradesh",Chittor,"Palamaner APMC",Tomato,Tomato,FAQ,31/12/2025,4000,4600,4300
Gujarat,Amreli,"Rajula APMC","Bajra(Pearl Millet/Cumbu)",Local,Local,31/12/2025,1810,2855,2332
Gujarat,Bharuch,"Ankleshwar APMC",Cucumbar(Kheera),Cucumbar,"Grade A",31/12/2025,2000,3000,2200
Gujarat,Jamnagar,"Jamnagar APMC","Arhar(Tur/Red Gram)(Whole)",Other,Local,31/12/2025,6000,7250,7250
Gujarat,Sabarkantha,"Himatnagar APMC",Wheat,Sonalika,FAQ,31/12/2025,2555,2725,2650
"Himachal Pradesh",Solan,"PMY Kather Solan","Bhindi(Ladies Finger)",Other,Medium,31/12/2025,6000,6500,6200
"Himachal Pradesh",Solan,"PMY Kather Solan",Capsicum,Other,Medium,31/12/2025,2200,3000,2800
"Himachal Pradesh",Solan,"PMY Kather Solan",Orange,Other,Medium,31/12/2025,6000,8500,7000
"Himachal Pradesh",Solan,"PMY Kather Solan",Papaya,Other,Medium,31/12/2025,2500,3000,2800
"Himachal Pradesh",Solan,"PMY Kather Solan",Guava,Other,Medium,31/12/2025,4500,5000,4800
"Himachal Pradesh",Solan,"PMY Kather Solan","Mousambi(Sweet Lime)",Other,Medium,31/12/2025,4000,4500,4200
Haryana,Panipat,"Panipat APMC",Banana,"Banana - Ripe",Local,31/12/2025,2000,2200,2100
Haryana,Panipat,"Panipat APMC",Chikoos(Sapota),Sapota,Local,31/12/2025,2500,3000,2750
Haryana,Panipat,"Panipat APMC","Bottle gourd","Bottle Gourd",Local,31/12/2025,800,1600,1200
Haryana,Panipat,"Panipat APMC",Grapes,Other,Local,31/12/2025,4500,8500,6500
Haryana,Panipat,"Panipat APMC",Guava,Other,Local,31/12/2025,2000,2500,2250
Punjab,Gurdaspur,"Gurdaspur APMC",Guava,Other,Medium,31/12/2025,3500,3500,3500
Punjab,Gurdaspur,"Gurdaspur APMC","Mousambi(Sweet Lime)",Other,"Grade B",31/12/2025,6000,6000,6000
Punjab,Gurdaspur,"Gurdaspur APMC",Pomegranate,Other,"Grade B",31/12/2025,12000,12000,12000
Punjab,Gurdaspur,"Gurdaspur APMC",Carrot,Other,"Grade B",31/12/2025,1400,1400,1400
Punjab,Gurdaspur,"Gurdaspur APMC","French Beans(Frasbean)",Other,"Grade B",31/12/2025,2700,2700,2700
Punjab,Gurdaspur,"Gurdaspur APMC",Coriander(Leaves),Other,"Grade B",31/12/2025,2500,2500,2500
Punjab,Gurdaspur,"Gurdaspur APMC",Onion,Other,"Grade A",31/12/2025,1900,1900,1900
Punjab,Gurdaspur,"Gurdaspur APMC",Tomato,Other,"Grade A",31/12/2025,3500,3500,3500
Punjab,Mansa,"Budalada APMC",Cauliflower,Cauliflower,Medium,31/12/2025,600,600,600
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,31/12/2025,3500,4400,3950
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,31/12/2025,5800,6000,5900
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,31/12/2025,3000,3400,3200
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,31/12/2025,3800,4200,4000
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,31/12/2025,4000,4600,4300
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,31/12/2025,6500,7500,7000
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,31/12/2025,5500,5800,5650
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,31/12/2025,2800,3200,3000
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,31/12/2025,3500,4000,3750
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,31/12/2025,2500,3000,2750
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,31/12/2025,6500,7000,6750
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,31/12/2025,2800,3200,3000
Punjab,Jalandhar,"Nakodar APMC",Cauliflower,Cauliflower,Local,31/12/2025,1000,1000,1000
Rajasthan,Churu,"Churu APMC",Onion,"1st Sort",FAQ,31/12/2025,1200,1400,1300
Rajasthan,Jaisalmer,"Jaisalmer APMC",Potato,Potato,"Grade A",31/12/2025,1000,1200,1100
Rajasthan,Jaisalmer,"Jaisalmer APMC",Spinach,Organic,"Grade A",31/12/2025,1200,1400,1300
"Uttar Pradesh",Bulandshahar,"Buland Shahr APMC",Raddish,Raddish,FAQ,31/12/2025,700,900,800
"Uttar Pradesh",Mathura,"Mathura APMC",Wheat,Dara,FAQ,31/12/2025,2510,2560,2530
"Uttar Pradesh",Mathura,"Mathura APMC",Cucumbar(Kheera),Cucumbar,FAQ,31/12/2025,1600,1950,1800
"Uttar Pradesh",Rampur,"Rampur APMC",Brinjal,Round,FAQ,31/12/2025,1500,1600,1550
"Uttar Pradesh",Badaun,"Badayoun APMC",Tomato,Tomato,FAQ,31/12/2025,2640,2780,2710
"Uttar Pradesh",Raebarelli,"Raibareilly APMC",Brinjal,Round/Long,FAQ,31/12/2025,1500,1600,1550
"Uttar Pradesh",Raebarelli,"Raibareilly APMC",Lemon,Lemon,FAQ,31/12/2025,3200,3400,3300
"Uttar Pradesh",Raebarelli,"Raibareilly APMC",Carrot,Carrot,FAQ,31/12/2025,1200,1300,1260
"Uttar Pradesh",Raebarelli,"Raibareilly APMC",Cucumbar(Kheera),Cucumbar,FAQ,31/12/2025,2000,2100,2050
"Uttar Pradesh",Raebarelli,"Raibareilly APMC",Potato,Desi,FAQ,31/12/2025,800,850,825
"Uttar Pradesh",Pratapgarh,"Pratapgarh APMC",Apple,Apple,Medium,31/12/2025,6525,6525,6525
"Uttar Pradesh",Pratapgarh,"Pratapgarh APMC","Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,31/12/2025,10000,10000,10000
"Uttar Pradesh",Pratapgarh,"Pratapgarh APMC",Banana,Medium,Medium,31/12/2025,2360,2360,2360
"Uttar Pradesh",Pratapgarh,"Pratapgarh APMC",Cabbage,Cabbage,FAQ,31/12/2025,1200,1200,1200
"Uttar Pradesh",Pratapgarh,"Pratapgarh APMC",Tomato,Tomato,FAQ,31/12/2025,3000,3000,3000
"Uttar Pradesh",Pratapgarh,"Pratapgarh APMC",Potato,Potato,FAQ,31/12/2025,760,760,760
"West Bengal",Birbhum,"Birbhum APMC","Green Chilli","Green Chilly",FAQ,31/12/2025,5900,6100,6000
"West Bengal",Birbhum,"Birbhum APMC",Paddy(Common),Common,FAQ,31/12/2025,2371,2373,2372
"West Bengal",Birbhum,"Birbhum APMC",Rice,Common,FAQ,31/12/2025,3450,3550,3500
"West Bengal",Birbhum,"Birbhum APMC",Wheat,Sonalika,FAQ,31/12/2025,2500,2600,2550
"West Bengal",Puruliya,"Purulia APMC",Rice,Other,FAQ,31/12/2025,3540,3560,3550
"West Bengal",Puruliya,"Purulia APMC",Onion,Other,FAQ,31/12/2025,1900,2400,2100
Tripura,Unokoti,"Pabiacherra APMC","Bitter gourd",Other,FAQ,31/12/2025,6900,7100,7000
Tripura,Unokoti,"Pabiacherra APMC",Cucumbar(Kheera),Other,FAQ,31/12/2025,2400,2600,2500
Tripura,Unokoti,"Pabiacherra APMC",Onion,Nasik,FAQ,31/12/2025,3400,3600,3500
Tripura,Sepahijala,"Melaghar APMC",Potato,Jalander,Local,31/12/2025,1300,1500,1400
Tripura,Sepahijala,"Melaghar APMC",Onion,Small,Local,31/12/2025,3100,3300,3200
"Uttar Pradesh",Firozabad,"Firozabad APMC",Brinjal,Brinjal,Medium,31/12/2025,1100,1340,1225
"Uttar Pradesh",Firozabad,"Firozabad APMC",Cucumbar(Kheera),Cucumbar,Medium,31/12/2025,1765,2000,1880
"Uttar Pradesh",Firozabad,"Firozabad APMC",Pumpkin,Pumpkin,Medium,31/12/2025,1120,1350,1240
"Uttar Pradesh",Firozabad,"Firozabad APMC",Tomato,Tomato,FAQ,31/12/2025,2300,2560,2430
"Andhra Pradesh",Anantapur,"Anantapur APMC","Mousambi(Sweet Lime)",Mousambi,Medium,31/12/2025,800,1500,1100
"Andhra Pradesh","West Godavari","Chintalapudi APMC",Lemon,Lemon,FAQ,31/12/2025,1200,1400,1300
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,31/12/2025,5300,6500,5900
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,31/12/2025,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,31/12/2025,3500,4200,3850
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,31/12/2025,3200,4000,3600
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,31/12/2025,6500,8000,7250
"Andhra Pradesh",Kurnool,"Kurnool APMC",Maize,Local,Non-FAQ,31/12/2025,800,1870,1852
"Andhra Pradesh",Kurnool,"Kurnool APMC","Dry Chillies",Local,FAQ,31/12/2025,6371,15200,11629
"Andhra Pradesh",Kurnool,"Nandyal APMC",Jowar(Sorghum),"Jowar (Yellow)","Grade Range-2",31/12/2025,3500,3500,3500
"Andhra Pradesh",Kurnool,"Nandyal APMC","Bengal Gram(Gram)(Whole)","Desi (Whole)","Grade Range-2",31/12/2025,4000,4000,4000
Telangana,"Bhadradri Kothagudem","Nuguru Charla APMC",Paddy(Common),1001,FAQ,31/12/2025,2360,2380,2370
"Andhra Pradesh",Visakhapatnam,"Paderu APMC",Turmeric,Local,"Grade Range-2",31/12/2025,11000,11000,11000
"Andhra Pradesh",Chittor,"Punganur APMC",Tomato,Hybrid,FAQ,31/12/2025,2670,4670,3670
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,31/12/2025,4600,5600,5100
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,31/12/2025,6500,6500,6500
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,31/12/2025,4000,6000,5000
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,31/12/2025,4800,4800,4800
Uttarakhand,Nanital,"Haldwani APMC",Potato,Other,FAQ,31/12/2025,700,1200,900
Uttarakhand,Nanital,"Haldwani APMC",Colacasia,Other,FAQ,31/12/2025,1800,2200,2000
Uttarakhand,Haridwar,"Roorkee APMC",Apple,Other,Medium,31/12/2025,3000,5000,4000
Uttarakhand,"Garhwal (Pauri)","Kotadwara APMC",Capsicum,Capsicum,FAQ,31/12/2025,1400,1400,1400
Uttarakhand,"Garhwal (Pauri)","Kotadwara APMC",Potato,Potato,FAQ,31/12/2025,700,700,700
Uttarakhand,Udhamsinghnagar,"Gadarpur APMC",Paddy(Common),Other,Local,31/12/2025,2379,2379,2379
Haryana,Mahendragarh-Narnaul,"Mohindergarh APMC",Cauliflower,Cauliflower,FAQ,31/12/2025,700,2000,1000
Haryana,Mahendragarh-Narnaul,"Mohindergarh APMC","Tender Coconut",Other,Medium,31/12/2025,2500,2500,2500
